State/Province,County,City,Zip,Distance,Materials,Size,Category,Rental Length,Client Type,Pricing Type,Weight Allowance in Tons,Client Cost,Failed Client Cost,Cost per Ton Over,Cost per Day Over,Delivery Fee,Fuel Surcharge,Fuel Surcharge Percent,Task Type,Dump Location,Labor Cost,Material Cost,Equipment Cost,Taxable,Name,Description
California,,,91413; 91423; 91424; 91504; 91505; 91506; 91507; 91508; 91510; 91521; 91522; 91523; 91526; 91601; 91602; 91603; 91604; 91606; 91607; 91608; 91609; 91611; 91612; 91614,,,40,40 Yard,8,Residential,,1,626,,120,40,,,,,,,,,No,D - 40 Yard Dumpster,"*Dimensions: 8W x 6T x 22L* (exact size may vary) Weight Included: 1 ton Overweight Charges: $120/ton Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - No more than (15) wheelbarrows of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 1 ton inclusion, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,3,3 Yard,8,Contractor,,0.8,330.57,,320,25,,,,,,,,,No,D - 3 Yard Dumpster,"**THIS DUMPSTER DOES NOT HAVE WHEELS OR LIDS** If you want wheels and lids please select the 3yd with wheels and lids. Dimensions: 4W x 4T x 6L* (exact size may vary) Weight Included: 800lbs Overweight Charges: $16 per 100lbs Rental period: 8 days Additional Days: $25 each RESTRICTIONS: - No more than (2) wheelbarrow of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 800lbs limit, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,3,3 Yard,8,Residential,,0.8,330.57,,320,25,,,,,,,,,No,D - 3 Yard Dumpster,"**THIS DUMPSTER DOES NOT HAVE WHEELS OR LIDS** If you want wheels and lids please select the 3yd with wheels and lids. Dimensions: 4W x 4T x 6L* (exact size may vary) Weight Included: 800lbs Overweight Charges: $16 per 100lbs Rental period: 8 days Additional Days: $25 each RESTRICTIONS: - No more than (2) wheelbarrow of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 800lbs limit, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,3,3 Yard With Wheels,8,Contractor,,0.65,370.84,,320,25,,,,,,,,,No,D - 3 Yard Dumpster with Lids & Wheels,"Dimensions: 4W x 4T x 6L* (exact size may vary) Weight Included: 800lbs Overweight Charges: $16 per 100lbs Rental period: 8 days Additional Days: $25 each The 3yd with wheels and lids can be moved around after being placed down by the truck RESTRICTIONS: - No heavy construction material such as dirt, concrete, brick, rock, etc. - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.) - If you move the dumpster from the spot that the driver dropped it off, you must move it back before removal."
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,3,3 Yard With Wheels,8,Residential,,0.65,370.84,,320,25,,,,,,,,,No,D - 3 Yard Dumpster with Lids & Wheels,"Dimensions: 4W x 4T x 6L* (exact size may vary) Weight Included: 800lbs Overweight Charges: $16 per 100lbs Rental period: 8 days Additional Days: $25 each The 3yd with wheels and lids can be moved around after being placed down by the truck RESTRICTIONS: - No heavy construction material such as dirt, concrete, brick, rock, etc. - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.) - If you move the dumpster from the spot that the driver dropped it off, you must move it back before removal."
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,9,9 Yard,8,Contractor,,1,498.42,,120,40,,,,,,,,,No,D - 9 Yard Dumpster,"Dimensions: 6W x 4T x 10L* (exact size may vary) Weight Included: 1 ton Overweight Charges: $120/ton  Rental period: 8 days Additional Days: $40 each The 9cuyd dumpster can fit in most garages and carports! Perfect for fitting into tight spaces RESTRICTIONS: - No more than (5) wheelbarrow of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 1 ton inclusion, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,9,9 Yard,8,Residential,,1,498.42,,120,40,,,,,,,,,No,D - 9 Yard Dumpster,"Dimensions: 6W x 4T x 10L* (exact size may vary) Weight Included: 1 ton Overweight Charges: $120/ton  Rental period: 8 days Additional Days: $40 each The 9cuyd dumpster can fit in most garages and carports! Perfect for fitting into tight spaces RESTRICTIONS: - No more than (5) wheelbarrow of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 1 ton inclusion, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,Clean Inert,10,10 Yard Clean,8,Contractor,,13,855.4,,120,40,,,,,,,,,No,"D - 10 Yard ""Low Boy"" Clean Inert Material Only Dumpster","Dimensions: 8W x 2T x 18L* (exact size may vary) Weight Included: Unlimted. Sorting Fee: $95-$150. Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - Single inert material (dirt, rock, OR concrete) - If you mix (2) or more inert materials it becomes a clean mixed load and a sorting fee will be charged - Any materials other than dirt, rock, or concrete will make it a mixed trash load and the inclusion will go down to 1 tons and overloads will be charged at the rate of $120/ton for general trash and $130/ton for construction and demolition. (NOTE: Grass and brick are considered trash and are charged by the ton) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,Clean Inert,10,10 Yard Clean,8,Residential,,13,855.4,,120,40,,,,,,,,,No,"D - 10 Yard ""Low Boy"" Clean Inert Material Only Dumpster","Dimensions: 8W x 2T x 18L* (exact size may vary) Weight Included: Unlimted. Sorting Fee: $95-$150. Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - Single inert material (dirt, rock, OR concrete) - If you mix (2) or more inert materials it becomes a clean mixed load and a sorting fee will be charged - Any materials other than dirt, rock, or concrete will make it a mixed trash load and the inclusion will go down to 1 tons and overloads will be charged at the rate of $120/ton for general trash and $130/ton for construction and demolition. (NOTE: Grass and brick are considered trash and are charged by the ton) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,Mixed Trash,10,10 Yard,8,Contractor,,1,655.77,,120,40,,,,,,,,,No,D - 10 Yard Dumpster,"Dimensions: 8W x 2T x 18L* (exact size may vary) Weight Included: 1 ton  Sorting Fee: $95-$150 Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - Single inert material (dirt, rock, OR concrete) - If you mix (2) or more inert materials it becomes a clean mixed load and a sorting fee will be charged - Any materials other than dirt, rock, or concrete will make it a mixed trash load and the inclusion will go down to 1 ton and overloads will be charged at the rate of $120/ton for general trash and $130/ton for construction and demolition. (NOTE: Grass and brick are considered trash and are charged by the ton) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,Mixed Trash,10,10 Yard,8,Residential,,1,655.77,,120,40,,,,,,,,,No,D - 10 Yard Dumpster,"Dimensions: 8W x 2T x 18L* (exact size may vary) Weight Included: 1 ton  Sorting Fee: $95-$150 Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - Single inert material (dirt, rock, OR concrete) - If you mix (2) or more inert materials it becomes a clean mixed load and a sorting fee will be charged - Any materials other than dirt, rock, or concrete will make it a mixed trash load and the inclusion will go down to 1 ton and overloads will be charged at the rate of $120/ton for general trash and $130/ton for construction and demolition. (NOTE: Grass and brick are considered trash and are charged by the ton) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,16,16 Yard,8,Contractor,,1,700.77,,120,40,,,,,,,,,No,D - 16 Yard Dumpster,"*Dimensions: 8W x 4T x 14L* (exact size may vary) Weight Included: 1 ton Overweight Charges: $120/ton Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - No more than (8) wheelbarrow of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 1 ton inclusion, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,16,16 Yard,8,Residential,,1,700.77,,120,40,,,,,,,,,No,D - 16 Yard Dumpster,"*Dimensions: 8W x 4T x 14L* (exact size may vary) Weight Included: 1 ton Overweight Charges: $120/ton Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - No more than (8) wheelbarrow of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 1 ton inclusion, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,25,25 Yard,8,Contractor,,2,822.16,,120,40,,,,,,,,,No,D - 25 Yard Dumpster,"*Dimensions: 8W x 6T x 15L* (exact size may vary) Weight Included: 2 tons Overweight Charges: $120/ton Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - No more than (15) wheelbarrows of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 2 ton inclusion, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,25,25 Yard,8,Residential,,1,753.02,,120,40,,,,,,,,,No,D - 25 Yard Dumpster,"*Dimensions: 8W x 6T x 15L* (exact size may vary) Weight Included: 1 ton Overweight Charges: $120/ton Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - No more than (15) wheelbarrows of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 1 ton inclusion, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,40,40 Yard,8,Contractor,,3,1024.54,,120,40,,,,,,,,,No,D - 40 Yard Dumpster,"*Dimensions: 8W x 6T x 22L* (exact size may vary) Weight Included: 3 tons Overweight Charges: $120/ton Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - No more than (15) wheelbarrows of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 3 ton inclusion, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90004; 90005; 90006; 90007; 90008; 90010; 90012; 90013; 90014; 90015; 90016; 90017; 90018; 90020; 90021; 90024; 90025; 90026; 90027; 90028; 90029; 90030; 90034; 90035; 90036; 90038; 90039; 90043; 90046; 90048; 90050; 90055; 90056; 90057; 90064; 90067; 90068; 90069; 90071; 90073; 90077; 90078; 90079; 90089; 90095; 90096; 90209; 90210; 90211; 90212; 90213,,,40,40 Yard,8,Residential,,1,855.52,,120,40,,,,,,,,,No,D - 40 Yard Dumpster,"*Dimensions: 8W x 6T x 22L* (exact size may vary) Weight Included: 1 ton Overweight Charges: $120/ton Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - No more than (15) wheelbarrows of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 1 ton inclusion, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90041; 90042; 90065; 91001; 91011; 91012; 91020; 91024; 91030; 91040; 91042; 91043; 91046; 91101; 91102; 91103; 91104; 91105; 91106; 91107; 91108; 91109; 91110; 91114; 91115; 91116; 91117; 91118; 91121; 91123; 91124; 91125; 91126; 91129; 91182; 91184; 91185; 91188; 91189; 91191; 91199; 91201; 91202; 91203; 91204; 91205; 91206; 91207; 91208; 91209; 91210; 91214; 91221; 91222; 91224; 91225; 91226; 91352; 91353; 91381; 91501; 91502; 91503,,,3,3 Yard,8,Contractor,,0.8,313.04,,320,25,,,,,,,,,No,D - 3 Yard Dumpster,"**THIS DUMPSTER DOES NOT HAVE WHEELS OR LIDS** If you want wheels and lids please select the 3yd with wheels and lids. Dimensions: 4W x 4T x 6L* (exact size may vary) Weight Included: 800lbs Overweight Charges: $16 per 100lbs Rental period: 8 days Additional Days: $25 each RESTRICTIONS: - No more than (2) wheelbarrow of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 800lbs limit, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90041; 90042; 90065; 91001; 91011; 91012; 91020; 91024; 91030; 91040; 91042; 91043; 91046; 91101; 91102; 91103; 91104; 91105; 91106; 91107; 91108; 91109; 91110; 91114; 91115; 91116; 91117; 91118; 91121; 91123; 91124; 91125; 91126; 91129; 91182; 91184; 91185; 91188; 91189; 91191; 91199; 91201; 91202; 91203; 91204; 91205; 91206; 91207; 91208; 91209; 91210; 91214; 91221; 91222; 91224; 91225; 91226; 91352; 91353; 91381; 91501; 91502; 91503,,,3,3 Yard,8,Residential,,0.8,313.04,,320,25,,,,,,,,,No,D - 3 Yard Dumpster,"**THIS DUMPSTER DOES NOT HAVE WHEELS OR LIDS** If you want wheels and lids please select the 3yd with wheels and lids. Dimensions: 4W x 4T x 6L* (exact size may vary) Weight Included: 800lbs Overweight Charges: $16 per 100lbs Rental period: 8 days Additional Days: $25 each RESTRICTIONS: - No more than (2) wheelbarrow of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 800lbs limit, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90041; 90042; 90065; 91001; 91011; 91012; 91020; 91024; 91030; 91040; 91042; 91043; 91046; 91101; 91102; 91103; 91104; 91105; 91106; 91107; 91108; 91109; 91110; 91114; 91115; 91116; 91117; 91118; 91121; 91123; 91124; 91125; 91126; 91129; 91182; 91184; 91185; 91188; 91189; 91191; 91199; 91201; 91202; 91203; 91204; 91205; 91206; 91207; 91208; 91209; 91210; 91214; 91221; 91222; 91224; 91225; 91226; 91352; 91353; 91381; 91501; 91502; 91503,,,3,3 Yard With Wheels,8,Contractor,,0.65,352.32,,320,25,,,,,,,,,No,D - 3 Yard Dumpster with Lids & Wheels,"Dimensions: 4W x 4T x 6L* (exact size may vary) Weight Included: 800lbs Overweight Charges: $16 per 100lbs Rental period: 8 days Additional Days: $25 each The 3yd with wheels and lids can be moved around after being placed down by the truck RESTRICTIONS: - No heavy construction material such as dirt, concrete, brick, rock, etc. - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.) - If you move the dumpster from the spot that the driver dropped it off, you must move it back before removal."
California,,,90041; 90042; 90065; 91001; 91011; 91012; 91020; 91024; 91030; 91040; 91042; 91043; 91046; 91101; 91102; 91103; 91104; 91105; 91106; 91107; 91108; 91109; 91110; 91114; 91115; 91116; 91117; 91118; 91121; 91123; 91124; 91125; 91126; 91129; 91182; 91184; 91185; 91188; 91189; 91191; 91199; 91201; 91202; 91203; 91204; 91205; 91206; 91207; 91208; 91209; 91210; 91214; 91221; 91222; 91224; 91225; 91226; 91352; 91353; 91381; 91501; 91502; 91503,,,3,3 Yard With Wheels,8,Residential,,0.65,352.32,,320,25,,,,,,,,,No,D - 3 Yard Dumpster with Lids & Wheels,"Dimensions: 4W x 4T x 6L* (exact size may vary) Weight Included: 800lbs Overweight Charges: $16 per 100lbs Rental period: 8 days Additional Days: $25 each The 3yd with wheels and lids can be moved around after being placed down by the truck RESTRICTIONS: - No heavy construction material such as dirt, concrete, brick, rock, etc. - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.) - If you move the dumpster from the spot that the driver dropped it off, you must move it back before removal."
California,,,90041; 90042; 90065; 91001; 91011; 91012; 91020; 91024; 91030; 91040; 91042; 91043; 91046; 91101; 91102; 91103; 91104; 91105; 91106; 91107; 91108; 91109; 91110; 91114; 91115; 91116; 91117; 91118; 91121; 91123; 91124; 91125; 91126; 91129; 91182; 91184; 91185; 91188; 91189; 91191; 91199; 91201; 91202; 91203; 91204; 91205; 91206; 91207; 91208; 91209; 91210; 91214; 91221; 91222; 91224; 91225; 91226; 91352; 91353; 91381; 91501; 91502; 91503,,,9,9 Yard,8,Contractor,,1,479.33,,120,40,,,,,,,,,No,D - 9 Yard Dumpster,"Dimensions: 6W x 4T x 10L* (exact size may vary) Weight Included: 1 ton Overweight Charges: $120/ton  Rental period: 8 days Additional Days: $40 each The 9cuyd dumpster can fit in most garages and carports! Perfect for fitting into tight spaces RESTRICTIONS: - No more than (5) wheelbarrow of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 1 ton inclusion, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90041; 90042; 90065; 91001; 91011; 91012; 91020; 91024; 91030; 91040; 91042; 91043; 91046; 91101; 91102; 91103; 91104; 91105; 91106; 91107; 91108; 91109; 91110; 91114; 91115; 91116; 91117; 91118; 91121; 91123; 91124; 91125; 91126; 91129; 91182; 91184; 91185; 91188; 91189; 91191; 91199; 91201; 91202; 91203; 91204; 91205; 91206; 91207; 91208; 91209; 91210; 91214; 91221; 91222; 91224; 91225; 91226; 91352; 91353; 91381; 91501; 91502; 91503,,,9,9 Yard,8,Residential,,1,479.33,,120,40,,,,,,,,,No,D - 9 Yard Dumpster,"Dimensions: 6W x 4T x 10L* (exact size may vary) Weight Included: 1 ton Overweight Charges: $120/ton  Rental period: 8 days Additional Days: $40 each The 9cuyd dumpster can fit in most garages and carports! Perfect for fitting into tight spaces RESTRICTIONS: - No more than (5) wheelbarrow of any heavy construction material such as dirt, concrete, brick, rock, etc. (This limitation does NOT mean that it will stay within the 1 ton inclusion, but that the truck can pick it up at removal) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
California,,,90041; 90042; 90065; 91001; 91011; 91012; 91020; 91024; 91030; 91040; 91042; 91043; 91046; 91101; 91102; 91103; 91104; 91105; 91106; 91107; 91108; 91109; 91110; 91114; 91115; 91116; 91117; 91118; 91121; 91123; 91124; 91125; 91126; 91129; 91182; 91184; 91185; 91188; 91189; 91191; 91199; 91201; 91202; 91203; 91204; 91205; 91206; 91207; 91208; 91209; 91210; 91214; 91221; 91222; 91224; 91225; 91226; 91352; 91353; 91381; 91501; 91502; 91503,,Clean Inert,10,10 Yard Clean,8,Contractor,,13,807.66,,120,40,,,,,,,,,No,"D - 10 Yard ""Low Boy"" Clean Inert Material Only Dumpster","Dimensions: 8W x 2T x 18L* (exact size may vary) Weight Included: Unlimted. Sorting Fee: $95-$150. Rental period: 8 days Additional Days: $40 each RESTRICTIONS: - Single inert material (dirt, rock, OR concrete) - If you mix (2) or more inert materials it becomes a clean mixed load and a sorting fee will be charged - Any materials other than dirt, rock, or concrete will make it a mixed trash load and the inclusion will go down to 1 tons and overloads will be charged at the rate of $120/ton for general trash and $130/ton for construction and demolition. (NOTE: Grass and brick are considered trash and are charged by the ton) - Must be filled no more than level - No hazardous waste (ex. Chemicals, batteries, paint, fluorescent lights, oils, etc.) - No electronic waste (ex. Computers, monitors, printers, cell phones, etc.)"
